case_id,image_relative_path,label_container_relative_path,label_tensor_key,external_subject_name,external_slice_index,donor_h5_file,mask_pixels,image_height,image_width,image_channel,image_role,label_role,generator_checkpoint,generator_git_commit,posterior_samples
external_s024_r01,external_s024_r01/composite_mean.pt,external_s024_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_024,115,volume_288_slice_70.h5,400,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s024_r02,external_s024_r02/composite_mean.pt,external_s024_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_024,130,volume_313_slice_129.h5,1107,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s025_r01,external_s025_r01/composite_mean.pt,external_s025_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_025,63,volume_40_slice_39.h5,1554,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s025_r02,external_s025_r02/composite_mean.pt,external_s025_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_025,13,volume_329_slice_84.h5,566,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s026_r01,external_s026_r01/composite_mean.pt,external_s026_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_026,23,volume_354_slice_112.h5,310,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s026_r02,external_s026_r02/composite_mean.pt,external_s026_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_026,70,volume_326_slice_120.h5,1106,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s027_r01,external_s027_r01/composite_mean.pt,external_s027_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_027,61,volume_326_slice_53.h5,388,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s027_r02,external_s027_r02/composite_mean.pt,external_s027_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_027,31,volume_257_slice_67.h5,1130,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s028_r01,external_s028_r01/composite_mean.pt,external_s028_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_028,99,volume_221_slice_69.h5,3522,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s028_r02,external_s028_r02/composite_mean.pt,external_s028_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_028,21,volume_231_slice_59.h5,688,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s029_r01,external_s029_r01/composite_mean.pt,external_s029_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_029,9,volume_76_slice_84.h5,731,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s029_r02,external_s029_r02/composite_mean.pt,external_s029_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_029,105,volume_140_slice_90.h5,2803,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s030_r01,external_s030_r01/composite_mean.pt,external_s030_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_030,12,volume_96_slice_106.h5,320,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s030_r02,external_s030_r02/composite_mean.pt,external_s030_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_030,40,volume_83_slice_70.h5,2062,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s031_r01,external_s031_r01/composite_mean.pt,external_s031_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_031,129,volume_140_slice_134.h5,965,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s031_r02,external_s031_r02/composite_mean.pt,external_s031_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_031,33,volume_59_slice_55.h5,850,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s032_r01,external_s032_r01/composite_mean.pt,external_s032_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_032,41,volume_105_slice_39.h5,515,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s032_r02,external_s032_r02/composite_mean.pt,external_s032_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_032,25,volume_103_slice_87.h5,907,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s033_r01,external_s033_r01/composite_mean.pt,external_s033_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_033,85,volume_154_slice_90.h5,1749,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s033_r02,external_s033_r02/composite_mean.pt,external_s033_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_033,35,volume_351_slice_35.h5,368,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s034_r01,external_s034_r01/composite_mean.pt,external_s034_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_034,1,volume_325_slice_19.h5,546,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s034_r02,external_s034_r02/composite_mean.pt,external_s034_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_034,36,volume_28_slice_64.h5,317,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s035_r01,external_s035_r01/composite_mean.pt,external_s035_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_035,29,volume_92_slice_117.h5,461,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s035_r02,external_s035_r02/composite_mean.pt,external_s035_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_035,17,volume_352_slice_83.h5,997,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s036_r01,external_s036_r01/composite_mean.pt,external_s036_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_036,133,volume_295_slice_129.h5,483,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s036_r02,external_s036_r02/composite_mean.pt,external_s036_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_036,36,volume_238_slice_70.h5,3809,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s037_r01,external_s037_r01/composite_mean.pt,external_s037_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_037,8,volume_131_slice_122.h5,459,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s037_r02,external_s037_r02/composite_mean.pt,external_s037_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_037,127,volume_112_slice_101.h5,414,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s038_r01,external_s038_r01/composite_mean.pt,external_s038_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_038,132,volume_369_slice_141.h5,441,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s038_r02,external_s038_r02/composite_mean.pt,external_s038_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_038,115,volume_113_slice_109.h5,525,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s039_r01,external_s039_r01/composite_mean.pt,external_s039_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_039,129,volume_211_slice_90.h5,350,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s039_r02,external_s039_r02/composite_mean.pt,external_s039_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_039,104,volume_256_slice_92.h5,2511,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s040_r01,external_s040_r01/composite_mean.pt,external_s040_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_040,35,volume_172_slice_83.h5,394,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s040_r02,external_s040_r02/composite_mean.pt,external_s040_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_040,25,volume_222_slice_86.h5,412,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s041_r01,external_s041_r01/composite_mean.pt,external_s041_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_041,127,volume_189_slice_125.h5,1367,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s041_r02,external_s041_r02/composite_mean.pt,external_s041_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_041,11,volume_90_slice_95.h5,303,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s042_r01,external_s042_r01/composite_mean.pt,external_s042_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_042,22,volume_199_slice_111.h5,1793,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s042_r02,external_s042_r02/composite_mean.pt,external_s042_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_042,18,volume_221_slice_107.h5,480,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s043_r01,external_s043_r01/composite_mean.pt,external_s043_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_043,113,volume_286_slice_72.h5,413,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s043_r02,external_s043_r02/composite_mean.pt,external_s043_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_043,53,volume_41_slice_29.h5,352,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s044_r01,external_s044_r01/composite_mean.pt,external_s044_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_044,120,volume_38_slice_115.h5,673,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s044_r02,external_s044_r02/composite_mean.pt,external_s044_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_044,13,volume_352_slice_108.h5,1199,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
